acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_title,artist_name
0.0331,https://api.spotify.com/v1/audio-analysis/4Zxdw0Hno7YDu0IzvY76Qo,0.694,265366,0.493,0.00000204,1,0.431,-8.581,1,0.373,166.457,4,0.322,Rent Money,Future
0.101,https://api.spotify.com/v1/audio-analysis/4Qtw0HNKSbIRT5sWUnbRXc,0.568,240280,0.562,0.0000616,9,0.363,-7.775,1,0.0418,133.647,4,0.236,Vice,Miranda Lambert
0.00369,https://api.spotify.com/v1/audio-analysis/3JKhmIlixlYwFLzrkc6drb,0.515,217547,0.847,0.0000666,5,0.293,-2.951,1,0.039,168.104,4,0.647,Learn To Let Go,Kesha
0.0121,https://api.spotify.com/v1/audio-analysis/6KjbNLbRjuoa8rEq5yNA6H,0.673,208000,0.514,0.000085,0,0.385,-10.772,0,0.0465,100.035,4,0.34,Honest,The Chainsmokers
0.0415,https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb,0.69,223080,0.524,0.00000316,6,0.17,-8.39,0,0.103,164.023,4,0.561,Send My Love (To Your New Lover),Adele
0.0479,https://api.spotify.com/v1/audio-analysis/0y9uTzK9cNKSAEHnpeRG8C,0.546,248613,0.728,0,0,0.266,-6.908,1,0.632,177.008,4,0.63,Duckworth.,Kendrick Lamar
0.333,https://api.spotify.com/v1/audio-analysis/4VFE6ZNqa8jHAmbYICoAFg,0.439,183413,0.802,0,7,0.377,-3.644,1,0.054,168.032,4,0.688,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys
0.413,https://api.spotify.com/v1/audio-analysis/3WWVDPjihd1VITBLF10nha,0.2,242480,0.698,0.0000169,7,0.0925,-5.873,1,0.0399,89.998,4,0.144,Forever Country,"Artists Of Then, Now & Forever"
0.022,https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH,0.598,223123,0.775,0,1,0.0677,-4.035,0,0.0545,129.819,4,0.687,DNA,BTS
0.135,https://api.spotify.com/v1/audio-analysis/4h90qkbnW1Qq6pBhoPvwko,0.542,231360,0.727,0,1,0.328,-5.268,0,0.0849,150.098,4,0.568,Sidewalks,The Weeknd Featuring Kendrick Lamar
0.861,https://api.spotify.com/v1/audio-analysis/4ckQIgBy1gVeevf7UAereE,0.425,259280,0.372,0.0148,0,0.0733,-10.92,1,0.03,79.456,4,0.297,Tin Man,Miranda Lambert
0.0232,https://api.spotify.com/v1/audio-analysis/1HTtUBEY3tuw2btgwwI2Ja,0.89,233087,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,0.42,I Get The Bag,Gucci Mane Featuring Migos
0.0172,https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2,0.797,146520,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329,F**k Love,XXXTentacion Featuring Trippie Redd
0.163,https://api.spotify.com/v1/audio-analysis/2n5ZD87XQ2yvIxGjoYbUmZ,0.47,183200,0.852,0.00000204,4,0.281,-5.874,1,0.0933,168.063,4,0.773,I'll Name The Dogs,Blake Shelton
0.309,https://api.spotify.com/v1/audio-analysis/3nodtPfXcok53E8Uze8gvD,0.635,187589,0.659,0,8,0.302,-4.92,1,0.155,178.018,4,0.542,Either Way,Chris Stapleton
0.241,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,0.487,272187,0.366,0,8,0.126,-9.405,0,0.0531,68.191,5,0.171,The Weekend,SZA
0.242,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,0.865,242407,0.687,0,10,0.158,-3.744,0,0.217,139.023,4,0.515,T-Shirt,Migos
0.0411,https://api.spotify.com/v1/audio-analysis/39hnH8WdPmNT3Q3yzwC9Rg,0.927,196600,0.343,0,0,0.136,-9.371,0,0.547,93.018,4,0.391,Why You Always Hatin?,YG Featuring Drake & Kamaiyah
0.0235,https://api.spotify.com/v1/audio-analysis/275a9yzwGB6ncAW4SxY7q3,0.72,247867,0.748,0,10,0.369,-5.522,0,0.393,145.22,4,0.245,Panda,Desiigner
0.0705,https://api.spotify.com/v1/audio-analysis/1Bqxj0aH5KewYHKUg1IdrF,0.586,222467,0.525,0,0,0.0729,-8.968,1,0.498,126.51,4,0.518,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy
0.0284,https://api.spotify.com/v1/audio-analysis/2wqXQjOmQ9KoBm9Ssgt4Fo,0.514,200040,0.659,0,1,0.266,-6.142,1,0.0309,76.483,4,0.445,Peter Pan,Kelsea Ballerini
0.21,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,0.675,239293,0.69,0,2,0.287,-4.761,1,0.132,137.817,4,0.277,Bad Things,Machine Gun Kelly x Camila Cabello
0.0417,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754,Feel It Still,Portugal. The Man
0.053,https://api.spotify.com/v1/audio-analysis/7Fa5UNizycSms5jP3SQD3F,0.768,284000,0.807,0.00000299,2,0.214,-5.508,0,0.106,112.001,4,0.574,Shining,DJ Khaled Featuring Beyonce & JAY Z
0.0446,https://api.spotify.com/v1/audio-analysis/52ioLaTnO2J7BWY8UN2n9D,0.639,214627,0.427,0.0000232,2,0.107,-9.013,1,0.0336,76.08,4,0.476,Round Here Buzz,Eric Church
0.0841,https://api.spotify.com/v1/audio-analysis/5D1swG82nVVngZLHOLbe0V,0.799,242736,0.732,0.000285,3,0.0861,-4.257,1,0.0357,122.029,4,0.529,This Girl,Kungs vs Cookin' On 3 Burners
0.0175,https://api.spotify.com/v1/audio-analysis/0bLwBXrMd3z96utPHeuQDK,0.781,184110,0.764,0,2,0.102,-3.252,1,0.164,146.03,4,0.352,On The Regular,Meek Mill
0.114,https://api.spotify.com/v1/audio-analysis/20dP2DaMHIAmwWAbp7peSr,0.711,252256,0.739,0,7,0.226,-3.804,0,0.129,136.919,4,0.417,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
0.105,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,0.77,222360,0.567,0,2,0.125,-5.698,1,0.175,81.477,4,0.256,Bounce Back,Big Sean
0.0251,https://api.spotify.com/v1/audio-analysis/2YMhrXQYKkm4kXLcXKKd5z,0.554,205733,0.743,0,9,0.359,-6.016,1,0.0287,72.997,4,0.673,Small Town Boy,Dustin Lynch
0.00926,https://api.spotify.com/v1/audio-analysis/4D4xJ4LyDXBWIf9thFSMAJ,0.548,206827,0.909,0,8,0.109,-3.1,1,0.0557,113.067,4,0.412,Yours If You Want It,Rascal Flatts
0.617,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,0.703,221747,0.757,0,1,0.106,-3.612,1,0.05,82.008,4,0.696,Luv,Tory Lanez
0.00138,https://api.spotify.com/v1/audio-analysis/56ZrTFkANjeAMiS14njg4E,0.625,182000,0.855,0,1,0.357,-5.471,0,0.0389,124.977,4,0.668,Perfect Illusion,Lady Gaga
0.177,https://api.spotify.com/v1/audio-analysis/2fZQIJew3nkNe99s2PKzul,0.95,214648,0.412,0,1,0.077,-6.592,1,0.0731,121.019,4,0.741,Bad Liar,Selena Gomez
0.129,https://api.spotify.com/v1/audio-analysis/6znSbsDDFdBZaiucjUGaWy,0.596,177292,0.935,0,6,0.108,-2.794,0,0.0855,130.029,4,0.678,Light It Up,Luke Bryan
0.00305,https://api.spotify.com/v1/audio-analysis/5P5cGNzqh6A353N3ShDK6Y,0.697,294573,0.921,0.0000365,0,0.0831,-3.75,1,0.0391,118.99,4,0.72,Bad Romance,Lady Gaga
0.218,https://api.spotify.com/v1/audio-analysis/77IAeEz8LEchPN8UNjaTJ2,0.713,316920,0.496,0.000237,7,0.0761,-10.045,0,0.311,162.039,4,0.607,Foldin Clothes,J. Cole
0.304,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4,0.372,Passionfruit,Drake
0.855,https://api.spotify.com/v1/audio-analysis/6myp8eBOKdeaJm2g8YsOZz,0.417,231493,0.394,0,1,0.0971,-9.412,1,0.0513,138.525,4,0.131,Drinkin' Too Much,Sam Hunt
0.839,https://api.spotify.com/v1/audio-analysis/5dB00dkUFlruwbxVmdOPSE,0.686,260004,0.172,0.0000181,1,0.0793,-8.722,1,0.0329,112.655,4,0.203,Dancing On My Own,Calum Scott
0.199,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,0.743,326933,0.359,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,0.588,Redbone,Childish Gambino
0.698,https://api.spotify.com/v1/audio-analysis/0eneujAc4PxkdjP25Gsue1,0.73,237427,0.747,0.0000163,8,0.152,-9.496,0,0.324,90.039,4,0.757,False Prophets,J. Cole
0.197,https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr,0.633,193511,0.592,0,0,0.099,-7.245,0,0.112,90.066,4,0.643,First Time,Kygo & Ellie Goulding
0.251,https://api.spotify.com/v1/audio-analysis/2pJZ1v8HezrAoZ0Fhzby92,0.838,237333,0.492,0,1,0.262,-5.69,0,0.038,115.092,4,0.895,What Do I Know?,Ed Sheeran
0.279,https://api.spotify.com/v1/audio-analysis/39pS70eeDvyCAF3t8NAlVV,0.834,222707,0.779,0,4,0.121,-1.075,0,0.224,130.002,4,0.376,Good Drank,2 Chainz x Gucci Mane x Quavo
0.163,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,0.599,263400,0.448,0,8,0.106,-6.312,1,0.0232,95.05,3,0.168,Perfect,Ed Sheeran
0.00572,https://api.spotify.com/v1/audio-analysis/53mrVsi49rLHIaKBiSvElG,0.74,233705,0.657,0,8,0.211,-6.309,1,0.0595,112.016,3,0.188,Do Re Mi,Blackbear
0.307,https://api.spotify.com/v1/audio-analysis/6p8NuHm8uCGnn2Dtbtf7zE,0.92,304041,0.674,0,1,0.104,-5.662,0,0.264,141.967,4,0.737,Culture,Migos Featuring DJ Khaled
0.245,https://api.spotify.com/v1/audio-analysis/2q95XoeFGixx8b5LNF6Ey1,0.695,244174,0.837,0,1,0.367,-5.617,0,0.281,115.067,4,0.633,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis
0.105,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,0.658,214802,0.588,0.00000128,6,0.125,-4.902,0,0.0367,110.075,4,0.452,Now & Later,Sage The Gemini
0.0043,https://api.spotify.com/v1/audio-analysis/5tRmoZRoupvMYPV1oezFrH,0.623,173798,0.58,0,8,0.394,-7.076,1,0.332,163.159,4,0.301,X,Lil Uzi Vert
0.136,https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO,0.906,235040,0.444,0.0000644,4,0.173,-8.692,0,0.384,140.063,4,0.68,No Heart,21 Savage & Metro Boomin
0.847,https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,0.734,95467,0.57,0.0000214,7,0.112,-7.066,0,0.133,129.953,4,0.689,Everybody Dies In Their Nightmares,XXXTentacion
0.00543,https://api.spotify.com/v1/audio-analysis/5XQMr19TL7Mfksq9zihbOu,0.614,129478,0.598,0,10,0.1,-6.335,0,0.0561,105.803,4,0.569,Questions,Chris Brown
0.263,https://api.spotify.com/v1/audio-analysis/5C6uh95eAL0RBTSGXKQwvk,0.505,215080,0.79,0.0884,3,0.123,-5.442,0,0.035,155.934,4,0.444,Hometown Girl,Josh Turner
0.652,https://api.spotify.com/v1/audio-analysis/28fuXrmmF9dYWx25dMW9dP,0.676,124520,0.56,0,8,0.462,-6.281,1,0.0611,141.285,4,0.833,Rockin' Around The Christmas Tree,Brenda Lee
0.0472,https://api.spotify.com/v1/audio-analysis/3S4px9f4lceWdKf0gWciFu,0.628,211667,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.73,Cheap Thrills,Sia Featuring Sean Paul
0.0297,https://api.spotify.com/v1/audio-analysis/0s6OWiWGuiCcm1Muzch5A8,0.563,188933,0.887,0,1,0.352,-5.013,1,0.0857,158.05,4,0.794,Fix A Drink,Chris Janson
0.0338,https://api.spotify.com/v1/audio-analysis/1dFLowBW25EaL2OC7eKEa2,0.653,181000,0.911,0.000659,0,0.081,-4.635,1,0.0439,152.043,4,0.949,You Look Good,Lady Antebellum
0.21,https://api.spotify.com/v1/audio-analysis/2VjtYe7gpfUi2OkGxR2O2z,0.767,211859,0.671,0.0000112,9,0.129,-6.416,0,0.142,128.072,4,0.474,You & Me,Marc E. Bassy Featuring G-Eazy
0.128,https://api.spotify.com/v1/audio-analysis/1OmcAT5Y8eg5bUPv9qJT4R,0.58,218320,0.531,0.000127,5,0.143,-6.631,0,0.0776,159.786,4,0.141,Rockstar,Post Malone Featuring 21 Savage
0.0485,https://api.spotify.com/v1/audio-analysis/10GJQkjRJcZhGTLagFOC62,0.76,204400,0.588,0,9,0.0847,-7.082,1,0.0775,102.974,4,0.384,Most Girls,Hailee Steinfeld
0.293,https://api.spotify.com/v1/audio-analysis/01xhMrdCefADl7HSttJaf7,0.637,251707,0.862,0,10,0.217,-4.343,0,0.191,82.019,4,0.586,Infinite,Eminem
0.0106,https://api.spotify.com/v1/audio-analysis/1WkMMavIMc4JZ8cfMmxHkI,0.669,237547,0.832,0,0,0.0968,-5.72,1,0.0682,113.035,4,0.714,Can't Stop The Feeling!,Justin Timberlake
0.45,https://api.spotify.com/v1/audio-analysis/3FDrI0FLKzrYQiWxPhqV2W,0.754,272667,0.762,0.0000667,6,0.224,-4.486,0,0.0849,92.002,4,0.673,Rollin,Calvin Harris Featuring Future & Khalid
0.111,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,0.795,275080,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.404,Love.,Kendrick Lamar Featuring Zacari
0.0621,https://api.spotify.com/v1/audio-analysis/05KOgYg8PGeJyyWBPi5ja8,0.617,218674,0.492,0,10,0.484,-7.588,0,0.448,141.953,4,0.196,Free Smoke,Drake
0.075,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,0.696,216409,0.817,0,1,0.187,-3.862,1,0.109,98.064,4,0.779,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
0.0392,https://api.spotify.com/v1/audio-analysis/73NbHgUZ51H65Bfo2HFKUi,0.675,201240,0.662,0,1,0.128,-4.989,1,0.0318,134.936,4,0.546,Whatever It Takes,Imagine Dragons
0.122,https://api.spotify.com/v1/audio-analysis/52yOf7Ls1u5AO3cFIzQ58m,0.7,234308,0.714,0,9,0.0428,-6.295,0,0.104,99.909,4,0.482,Cold,Maroon 5 Featuring Future
0.0577,https://api.spotify.com/v1/audio-analysis/2habSXqcJGExM6JJyskY7O,0.565,231906,0.782,0.0000416,8,0.0757,-6.413,1,0.0506,140.004,4,0.392,Malibu,Miley Cyrus
0.588,https://api.spotify.com/v1/audio-analysis/0mt02gJ425Xjm7c3jYkOBn,0.506,264066,0.668,0.002,0,0.364,-8.654,0,0.0582,99.982,4,0.288,Lust For Life,Lana Del Rey Featuring The Weeknd
0.379,https://api.spotify.com/v1/audio-analysis/6vSCM2SU46QPusXLiy0kjz,0.844,150622,0.747,0,8,0.233,-4.282,1,0.266,102.013,4,0.527,God.,Kendrick Lamar
0.0438,https://api.spotify.com/v1/audio-analysis/1vc2YF7ZvUtwr45HNpdGch,0.839,271307,0.437,0.00000275,5,0.131,-11.344,0,0.285,82.008,4,0.464,Numb,Linkin Park
0.193,https://api.spotify.com/v1/audio-analysis/4qknM1pQz53QOyfDVTjcM9,0.74,226893,0.879,0.0000825,9,0.0928,-2.251,0,0.105,103.71,4,0.951,Me Enamore,Shakira
0.00908,https://api.spotify.com/v1/audio-analysis/3cqZH3cqvfbV8wVbvHyPbG,0.703,163340,0.709,0,9,0.127,-6.452,1,0.402,140.998,4,0.577,Red Opps,21 Savage
0.746,https://api.spotify.com/v1/audio-analysis/5kRPPEWFJIMox5qIkQkiz5,0.427,224867,0.262,0,7,0.068,-8.541,1,0.0276,104.085,4,0.235,Sweet Creature,Harry Styles
0.302,https://api.spotify.com/v1/audio-analysis/4z8sz6E4YyFuEkv5o7IJni,0.497,203373,0.312,0,11,0.0968,-9.088,0,0.0269,105.036,4,0.179,"Mary, Did You Know?",Pentatonix
0.0606,https://api.spotify.com/v1/audio-analysis/3g2qgbWPl8TcgJIkstWpSV,0.813,220395,0.574,0,9,0.428,-9.401,1,0.0577,124.982,3,0.546,Bodak Yellow (Money Moves),Cardi B
0.0252,https://api.spotify.com/v1/audio-analysis/1LZNdHSaGjV2S9q8BrZwnh,0.528,170093,0.928,0.00000288,3,0.0467,-5.743,1,0.0456,162.069,4,0.878,If The Boot Fits,Granger Smith
0.256,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,0.52,180823,0.761,0.00000496,4,0.17,-3.093,1,0.0853,141.971,4,0.266,Silence,Marshmello Featuring Khalid
0.117,https://api.spotify.com/v1/audio-analysis/7bEpta1ypII0jz5zW993VA,0.803,227822,0.791,0.0000838,6,0.242,-5.759,1,0.0633,106.044,4,0.528,Bon Appetit,Katy Perry Featuring Migos
0.307,https://api.spotify.com/v1/audio-analysis/2UwbhMie1EAYuTZ0QXeMwl,0.731,163202,0.204,0.0109,9,0.0989,-11.314,0,0.0369,142.141,4,0.191,Save Me,XXXTentacion
0.034,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,0.818,225983,0.803,0,1,0.153,-4.282,1,0.0797,106.97,4,0.632,24K Magic,Bruno Mars
