Title,Artist,Rank,Weeks,PeakPos,Date
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,12,20,10,2011-11-26
Ours,Taylor Swift,13,20,13,2011-11-26
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,14,68,1,2011-11-26
The One That Got Away,Katy Perry,15,24,3,2011-11-26
Headlines,Drake,16,25,13,2011-11-26
Ni**as in Paris,Jay Z Kanye West,17,36,5,2011-11-26
In The Dark,Dev,18,20,11,2011-11-26
Mr. Know It All,Kelly Clarkson,19,23,10,2011-11-26
Dance (A$$),Big Sean Featuring Nicki Minaj,20,24,10,2011-11-26
It Girl,Jason Derulo,21,22,17,2011-11-26
Work Out,J. Cole,22,28,13,2011-11-26
Super Bass,Nicki Minaj,23,39,3,2011-11-26
Fly,Nicki Minaj Featuring Rihanna,24,20,19,2011-11-26
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",25,45,1,2011-11-26
Superman,Taylor Swift,26,1,26,2011-11-26
God Gave Me You,Blake Shelton,27,25,22,2011-11-26
Just A Kiss,Lady Antebellum,28,42,7,2011-11-26
She Will,Lil Wayne Featuring Drake,29,21,3,2011-11-26
If I Die Young,The Band Perry,30,53,14,2011-11-26
You And I,Lady Gaga,31,20,6,2011-11-26
We Owned The Night,Lady Antebellum,32,20,31,2011-11-26
Paradise,Coldplay,33,32,15,2011-11-26
Rolling In The Deep,Adele,34,65,1,2011-11-26
I Don't Want This Night To End,Luke Bryan,35,23,22,2011-11-26
Mr. Saxobeat,Alexandra Stan,36,20,21,2011-11-26
All Your Life,The Band Perry,37,23,37,2011-11-26
Crazy Girl,Eli Young Band,38,36,30,2011-11-26
Make Me Proud,Drake Featuring Nicki Minaj,39,20,9,2011-11-26
Drink In My Hand,Eric Church,40,20,40,2011-11-26
Good Life,OneRepublic,41,35,8,2011-11-26
Tattoos On This Town,Jason Aldean,42,20,38,2011-11-26
Easy,Rascal Flatts Featuring Natasha Bedingfield,43,23,43,2011-11-26
Baggage Claim,Miranda Lambert,44,20,44,2011-11-26
Not Over You,Gavin DeGraw,45,35,18,2011-11-26
A Thousand Years,Christina Perri,46,26,31,2011-11-26
Lighters,Bad Meets Evil Featuring Bruno Mars,47,22,4,2011-11-26
Red Solo Cup,Toby Keith,48,20,15,2011-11-26
Sparks Fly,Taylor Swift,49,20,17,2011-11-26
Love You Like A Love Song,Selena Gomez & The Scene,50,38,22,2011-11-26
Keep Me In Mind,Zac Brown Band,51,20,35,2011-11-26
Country Must Be Country Wide,Brantley Gilbert,52,21,50,2011-11-26
Run,Matt Nathanson Featuring Sugarland,53,1,53,2011-11-26
Party,Beyonce Featuring Andre 3000,54,18,50,2011-11-26
Smile Back,Mac Miller,55,1,55,2011-11-26
Nothing,The Script,56,20,32,2011-11-26
That Way,Wale Featuring Jeremih & Rick Ross,57,18,49,2011-11-26
Domino,Jessie J,58,29,6,2011-11-26
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,59,32,7,2011-11-26
When We Stand Together,Nickelback,60,16,44,2011-11-26
I'm Gonna Love You Through It,Martina McBride,61,20,61,2011-11-26
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,62,20,32,2011-11-26
Footloose,Blake Shelton,63,2,63,2011-11-26
Criminal,Britney Spears,64,6,55,2011-11-26
Lotus Flower Bomb,Wale Featuring Miguel,65,20,38,2011-11-26
Cheers (Drink To That),Rihanna,66,18,7,2011-11-26
Brighter Than The Sun,Colbie Caillat,67,25,47,2011-11-26
Uptown Girl,Glee Cast,68,1,68,2011-11-26
You,Chris Young,69,20,34,2011-11-26
Home,Dierks Bentley,70,20,44,2011-11-26
Body 2 Body,Ace Hood Featuring Chris Brown,71,13,65,2011-11-26
One More Drinkin' Song,Jerrod Niemann,72,18,72,2011-11-26
You Da One,Rihanna,73,20,14,2011-11-26
Let It Rain,David Nail Featuring Sarah Buxton,74,20,51,2011-11-26
Countdown,Beyonce,75,15,71,2011-11-26
I Got You,Thompson Square,76,18,68,2011-11-26
Otis,Jay Z Kanye West Featuring Otis Redding,77,20,12,2011-11-26
I Like It Like That,Hot Chelle Rae Featuring New Boyz,78,20,28,2011-11-26
Party On Fifth Ave.,Mac Miller,79,6,64,2011-11-26
Strange Clouds,B.o.B Featuring Lil Wayne,80,20,7,2011-11-26
Marvins Room,Drake,81,18,21,2011-11-26
Come Home,Faith Hill,82,1,82,2011-11-26
Promise,Romeo Santos Featuring Usher,83,9,83,2011-11-26
You The Boss,Rick Ross Featuring Nicki Minaj,84,17,62,2011-11-26
Mistletoe,Justin Bieber,85,10,11,2011-11-26
Cost Of Livin',Ronnie Dunn,86,8,86,2011-11-26
Blackout,Breathe Carolina,87,20,32,2011-11-26
Shake It Out,Florence + The Machine,88,20,72,2011-11-26
Set Fire To The Rain,Adele,89,43,1,2011-11-26
Wet The Bed,Chris Brown Featuring Ludacris,90,10,77,2011-11-26
Here For A Good Time,George Strait,91,20,46,2011-11-26
International Love,Pitbull Featuring Chris Brown,92,26,13,2011-11-26
Heartbeat,The Fray,93,18,42,2011-11-26
I Got Nothin',Darius Rucker,94,10,84,2011-11-26
Reality,Kenny Chesney,95,20,62,2011-11-26
Sail,AWOLNATION,96,79,17,2011-11-26
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,97,17,38,2011-11-26
Haunted,Taylor Swift,98,2,63,2011-11-26
Long Hot Summer,Keith Urban,99,18,45,2011-11-26
Crawling Back To You,Daughtry,100,10,41,2011-11-26
We Found Love,Rihanna Featuring Calvin Harris,1,41,1,2011-11-19
Sexy And I Know It,LMFAO,2,42,1,2011-11-19
Someone Like You,Adele,3,39,1,2011-11-19
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,4,49,1,2011-11-19
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,5,37,4,2011-11-19
Without You,David Guetta Featuring Usher,6,30,4,2011-11-19
Pumped Up Kicks,Foster The People,7,40,3,2011-11-19
Good Feeling,Flo Rida,8,37,3,2011-11-19
You Make Me Feel...,Cobra Starship Featuring Sabi,9,29,7,2011-11-19
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,10,68,1,2011-11-19
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,11,20,10,2011-11-19
It Will Rain,Bruno Mars,12,29,3,2011-11-19
In The Dark,Dev,13,20,11,2011-11-19
Headlines,Drake,14,25,13,2011-11-19
Mr. Know It All,Kelly Clarkson,15,23,10,2011-11-19
Ni**as in Paris,Jay Z Kanye West,16,36,5,2011-11-19
It Girl,Jason Derulo,17,22,17,2011-11-19
The One That Got Away,Katy Perry,18,24,3,2011-11-19
Super Bass,Nicki Minaj,19,39,3,2011-11-19
Dance (A$$),Big Sean Featuring Nicki Minaj,20,24,10,2011-11-19
Fly,Nicki Minaj Featuring Rihanna,21,20,19,2011-11-19
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",22,45,1,2011-11-19
You And I,Lady Gaga,23,20,6,2011-11-19
She Will,Lil Wayne Featuring Drake,24,21,3,2011-11-19
Work Out,J. Cole,25,28,13,2011-11-19
God Gave Me You,Blake Shelton,26,25,22,2011-11-19
Just A Kiss,Lady Antebellum,27,42,7,2011-11-19
Rolling In The Deep,Adele,28,65,1,2011-11-19
Mr. Saxobeat,Alexandra Stan,29,20,21,2011-11-19
Crazy Girl,Eli Young Band,30,36,30,2011-11-19
Good Life,OneRepublic,31,35,8,2011-11-19
Lighters,Bad Meets Evil Featuring Bruno Mars,32,22,4,2011-11-19
Paradise,Coldplay,33,32,15,2011-11-19
I Don't Want This Night To End,Luke Bryan,34,23,22,2011-11-19
Make Me Proud,Drake Featuring Nicki Minaj,35,20,9,2011-11-19
How To Love,Lil Wayne,36,24,5,2011-11-19
Not Over You,Gavin DeGraw,37,35,18,2011-11-19
Nothing,The Script,38,20,32,2011-11-19
Last Friday Night (T.G.I.F.),Katy Perry,39,24,1,2011-11-19
If I Die Young,The Band Perry,40,53,14,2011-11-19
Red Solo Cup,Toby Keith,41,20,15,2011-11-19
Sparks Fly,Taylor Swift,42,20,17,2011-11-19
Tonight Tonight,Hot Chelle Rae,43,30,7,2011-11-19
Keep Me In Mind,Zac Brown Band,44,20,35,2011-11-19
Love You Like A Love Song,Selena Gomez & The Scene,45,38,22,2011-11-19
We Owned The Night,Lady Antebellum,46,20,31,2011-11-19
Tattoos On This Town,Jason Aldean,47,20,38,2011-11-19
Baggage Claim,Miranda Lambert,48,20,44,2011-11-19
That Way,Wale Featuring Jeremih & Rick Ross,49,18,49,2011-11-19
Take A Back Road,Rodney Atkins,50,23,23,2011-11-19
Easy,Rascal Flatts Featuring Natasha Bedingfield,51,23,43,2011-11-19
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,52,20,32,2011-11-19
Country Must Be Country Wide,Brantley Gilbert,53,21,50,2011-11-19
Party,Beyonce Featuring Andre 3000,54,18,50,2011-11-19
Criminal,Britney Spears,55,6,55,2011-11-19
When We Stand Together,Nickelback,56,16,44,2011-11-19
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,57,32,7,2011-11-19
Cheers (Drink To That),Rihanna,58,18,7,2011-11-19
A Thousand Years,Christina Perri,59,26,31,2011-11-19
Lotus Flower Bomb,Wale Featuring Miguel,60,20,38,2011-11-19
Drink In My Hand,Eric Church,61,20,40,2011-11-19
Brighter Than The Sun,Colbie Caillat,62,25,47,2011-11-19
All Your Life,The Band Perry,63,23,37,2011-11-19
Party On Fifth Ave.,Mac Miller,64,6,64,2011-11-19
Body 2 Body,Ace Hood Featuring Chris Brown,65,13,65,2011-11-19
You,Chris Young,66,20,34,2011-11-19
Domino,Jessie J,67,29,6,2011-11-19
Let It Rain,David Nail Featuring Sarah Buxton,68,20,51,2011-11-19
Otis,Jay Z Kanye West Featuring Otis Redding,69,20,12,2011-11-19
Marvins Room,Drake,70,18,21,2011-11-19
Countdown,Beyonce,71,15,71,2011-11-19
Last Friday Night,Glee Cast,72,1,72,2011-11-19
I Got You,Thompson Square,73,18,68,2011-11-19
One More Drinkin' Song,Jerrod Niemann,74,18,72,2011-11-19
Strange Clouds,B.o.B Featuring Lil Wayne,75,20,7,2011-11-19
Princess Of China,Coldplay Featuring Rihanna,76,12,20,2011-11-19
Here For A Good Time,George Strait,77,20,46,2011-11-19
Better With The Lights Off,New Boyz Featuring Chris Brown,78,19,38,2011-11-19
Wet The Bed,Chris Brown Featuring Ludacris,79,10,77,2011-11-19
I Like It Like That,Hot Chelle Rae Featuring New Boyz,80,20,28,2011-11-19
Ambition,Wale Featuring Meek Mill & Rick Ross,81,1,81,2011-11-19
Shake It Out,Florence + The Machine,82,20,72,2011-11-19
I'm Gonna Love You Through It,Martina McBride,83,20,61,2011-11-19
Mrs. Right,Mindless Behavior Featuring Diggy,84,10,72,2011-11-19
You The Boss,Rick Ross Featuring Nicki Minaj,85,17,62,2011-11-19
All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,86,1,86,2011-11-19
Crawling Back To You,Daughtry,87,10,41,2011-11-19
Cost Of Livin',Ronnie Dunn,88,8,86,2011-11-19
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,89,17,38,2011-11-19
Long Hot Summer,Keith Urban,90,18,45,2011-11-19
Promise,Romeo Santos Featuring Usher,91,9,83,2011-11-19
Blackout,Breathe Carolina,92,20,32,2011-11-19
Over You,Miranda Lambert,93,20,35,2011-11-19
I Got Nothin',Darius Rucker,94,10,84,2011-11-19
Heartbeat,The Fray,95,18,42,2011-11-19
Sail,AWOLNATION,96,79,17,2011-11-19
Reality,Kenny Chesney,97,20,62,2011-11-19
The Trouble With Girls,Scotty McCreery,98,18,55,2011-11-19
Drummer Boy,Justin Bieber Featuring Busta Rhymes,99,2,86,2011-11-19
First Of The Year (Equinox),Skrillex,100,3,85,2011-11-19
We Found Love,Rihanna Featuring Calvin Harris,1,41,1,2011-11-12
Someone Like You,Adele,2,39,1,2011-11-12
Sexy And I Know It,LMFAO,3,42,1,2011-11-12
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,4,49,1,2011-11-12
Pumped Up Kicks,Foster The People,5,40,3,2011-11-12
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,6,37,4,2011-11-12
Without You,David Guetta Featuring Usher,7,30,4,2011-11-12
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,8,68,1,2011-11-12
You Make Me Feel...,Cobra Starship Featuring Sabi,9,29,7,2011-11-12
Mr. Know It All,Kelly Clarkson,10,23,10,2011-11-12
In The Dark,Dev,11,20,11,2011-11-12
Good Feeling,Flo Rida,12,37,3,2011-11-12
Headlines,Drake,13,25,13,2011-11-12
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,14,20,10,2011-11-12
You And I,Lady Gaga,15,20,6,2011-11-12
Super Bass,Nicki Minaj,16,39,3,2011-11-12
Ni**as in Paris,Jay Z Kanye West,17,36,5,2011-11-12
It Girl,Jason Derulo,18,22,17,2011-11-12
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",19,45,1,2011-11-12
Princess Of China,Coldplay Featuring Rihanna,20,12,20,2011-11-12
It Will Rain,Bruno Mars,21,29,3,2011-11-12
Fly,Nicki Minaj Featuring Rihanna,22,20,19,2011-11-12
She Will,Lil Wayne Featuring Drake,23,21,3,2011-11-12
God Gave Me You,Blake Shelton,24,25,22,2011-11-12
Make Me Proud,Drake Featuring Nicki Minaj,25,20,9,2011-11-12
Lighters,Bad Meets Evil Featuring Bruno Mars,26,22,4,2011-11-12
Mr. Saxobeat,Alexandra Stan,27,20,21,2011-11-12
Good Life,OneRepublic,28,35,8,2011-11-12
Rolling In The Deep,Adele,29,65,1,2011-11-12
Dance (A$$),Big Sean Featuring Nicki Minaj,30,24,10,2011-11-12
Just A Kiss,Lady Antebellum,31,42,7,2011-11-12
How To Love,Lil Wayne,32,24,5,2011-11-12
Crazy Girl,Eli Young Band,33,36,30,2011-11-12
The One That Got Away,Katy Perry,34,24,3,2011-11-12
Work Out,J. Cole,35,28,13,2011-11-12
Nothing,The Script,36,20,32,2011-11-12
Red Solo Cup,Toby Keith,37,20,15,2011-11-12
Last Friday Night (T.G.I.F.),Katy Perry,38,24,1,2011-11-12
If I Die Young,The Band Perry,39,53,14,2011-11-12
Tonight Tonight,Hot Chelle Rae,40,30,7,2011-11-12
I Don't Want This Night To End,Luke Bryan,41,23,22,2011-11-12
Take A Back Road,Rodney Atkins,42,23,23,2011-11-12
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,43,20,32,2011-11-12
Not Over You,Gavin DeGraw,44,35,18,2011-11-12
Cheers (Drink To That),Rihanna,45,18,7,2011-11-12
Sparks Fly,Taylor Swift,46,20,17,2011-11-12
Tattoos On This Town,Jason Aldean,47,20,38,2011-11-12
Sweat,Bow Wow Featuring Lil Wayne,48,1,48,2011-11-12
Paradise,Coldplay,49,32,15,2011-11-12
We Owned The Night,Lady Antebellum,50,20,31,2011-11-12
Baggage Claim,Miranda Lambert,51,20,44,2011-11-12
Easy,Rascal Flatts Featuring Natasha Bedingfield,52,23,43,2011-11-12
Love You Like A Love Song,Selena Gomez & The Scene,53,38,22,2011-11-12
Keep Me In Mind,Zac Brown Band,54,20,35,2011-11-12
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,55,32,7,2011-11-12
Country Must Be Country Wide,Brantley Gilbert,56,21,50,2011-11-12
Party,Beyonce Featuring Andre 3000,57,18,50,2011-11-12
Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher,58,1,58,2011-11-12
Criminal,Britney Spears,59,6,55,2011-11-12
That Way,Wale Featuring Jeremih & Rick Ross,60,18,49,2011-11-12
When We Stand Together,Nickelback,61,16,44,2011-11-12
Drink In My Hand,Eric Church,62,20,40,2011-11-12
Marvins Room,Drake,63,18,21,2011-11-12
Stronger (What Doesn't Kill You),Kelly Clarkson,64,37,1,2011-11-12
Brighter Than The Sun,Colbie Caillat,65,25,47,2011-11-12
Here For A Good Time,George Strait,66,20,46,2011-11-12
Otis,Jay Z Kanye West Featuring Otis Redding,67,20,12,2011-11-12
Better With The Lights Off,New Boyz Featuring Chris Brown,68,19,38,2011-11-12
All Your Life,The Band Perry,69,23,37,2011-11-12
Body 2 Body,Ace Hood Featuring Chris Brown,70,13,65,2011-11-12
Let It Rain,David Nail Featuring Sarah Buxton,71,20,51,2011-11-12
I'm Gonna Love You Through It,Martina McBride,72,20,61,2011-11-12
Strange Clouds,B.o.B Featuring Lil Wayne,73,20,7,2011-11-12
You,Chris Young,74,20,34,2011-11-12
Mistletoe,Justin Bieber,75,10,11,2011-11-12
I Got You,Thompson Square,76,18,68,2011-11-12
Long Hot Summer,Keith Urban,77,18,45,2011-11-12
Mrs. Right,Mindless Behavior Featuring Diggy,78,10,72,2011-11-12
Take Over Control,Afrojack Featuring Eva Simons,79,20,41,2011-11-12
One More Drinkin' Song,Jerrod Niemann,80,18,72,2011-11-12
Domino,Jessie J,81,29,6,2011-11-12
Wet The Bed,Chris Brown Featuring Ludacris,82,10,77,2011-11-12
Countdown,Beyonce,83,15,71,2011-11-12
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,84,17,38,2011-11-12
I Like It Like That,Hot Chelle Rae Featuring New Boyz,85,20,28,2011-11-12
Shake It Out,Florence + The Machine,86,20,72,2011-11-12
Lotus Flower Bomb,Wale Featuring Miguel,87,20,38,2011-11-12
You The Boss,Rick Ross Featuring Nicki Minaj,88,17,62,2011-11-12
Cost Of Livin',Ronnie Dunn,89,8,86,2011-11-12
Promise,Romeo Santos Featuring Usher,90,9,83,2011-11-12
Lonely Boy,The Black Keys,91,20,64,2011-11-12
Sail,AWOLNATION,92,79,17,2011-11-12
I Got Nothin',Darius Rucker,93,10,84,2011-11-12
Lessons In Love,Kaskade Featuring Neon Trees,94,1,94,2011-11-12
A Thousand Years,Christina Perri,95,26,31,2011-11-12
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,96,5,79,2011-11-12
Rain Over Me,Pitbull Featuring Marc Anthony,97,19,30,2011-11-12
Storm Warning,Hunter Hayes,98,12,78,2011-11-12
Crawling Back To You,Daughtry,99,10,41,2011-11-12
Bait A Hook,Justin Moore,100,10,63,2011-11-12
Someone Like You,Adele,1,39,1,2011-11-05
We Found Love,Rihanna Featuring Calvin Harris,2,41,1,2011-11-05
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,3,49,1,2011-11-05
Sexy And I Know It,LMFAO,4,42,1,2011-11-05
Pumped Up Kicks,Foster The People,5,40,3,2011-11-05
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,6,37,4,2011-11-05
Without You,David Guetta Featuring Usher,7,30,4,2011-11-05
You Make Me Feel...,Cobra Starship Featuring Sabi,8,29,7,2011-11-05
Make Me Proud,Drake Featuring Nicki Minaj,9,20,9,2011-11-05
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,10,68,1,2011-11-05
Mistletoe,Justin Bieber,11,10,11,2011-11-05
In The Dark,Dev,12,20,11,2011-11-05
You And I,Lady Gaga,13,20,6,2011-11-05
Super Bass,Nicki Minaj,14,39,3,2011-11-05
Paradise,Coldplay,15,32,15,2011-11-05
Headlines,Drake,16,25,13,2011-11-05
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",17,45,1,2011-11-05
It Girl,Jason Derulo,18,22,17,2011-11-05
Mr. Know It All,Kelly Clarkson,19,23,10,2011-11-05
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,20,20,10,2011-11-05
Ni**as in Paris,Jay Z Kanye West,21,36,5,2011-11-05
Lighters,Bad Meets Evil Featuring Bruno Mars,22,22,4,2011-11-05
She Will,Lil Wayne Featuring Drake,23,21,3,2011-11-05
Mr. Saxobeat,Alexandra Stan,24,20,21,2011-11-05
God Gave Me You,Blake Shelton,25,25,22,2011-11-05
Good Life,OneRepublic,26,35,8,2011-11-05
Rolling In The Deep,Adele,27,65,1,2011-11-05
Fly,Nicki Minaj Featuring Rihanna,28,20,19,2011-11-05
How To Love,Lil Wayne,29,24,5,2011-11-05
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,30,32,7,2011-11-05
Good Feeling,Flo Rida,31,37,3,2011-11-05
Just A Kiss,Lady Antebellum,32,42,7,2011-11-05
It Will Rain,Bruno Mars,33,29,3,2011-11-05
Crazy Girl,Eli Young Band,34,36,30,2011-11-05
If I Die Young,The Band Perry,35,53,14,2011-11-05
Nothing,The Script,36,20,32,2011-11-05
Last Friday Night (T.G.I.F.),Katy Perry,37,24,1,2011-11-05
Cheers (Drink To That),Rihanna,38,18,7,2011-11-05
Tonight Tonight,Hot Chelle Rae,39,30,7,2011-11-05
Take A Back Road,Rodney Atkins,40,23,23,2011-11-05
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,41,20,32,2011-11-05
Work Out,J. Cole,42,28,13,2011-11-05
I Wanna Go,Britney Spears,43,20,7,2011-11-05
I Don't Want This Night To End,Luke Bryan,44,23,22,2011-11-05
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",45,23,10,2011-11-05
Love You Like A Love Song,Selena Gomez & The Scene,46,38,22,2011-11-05
Not Over You,Gavin DeGraw,47,35,18,2011-11-05
Easy,Rascal Flatts Featuring Natasha Bedingfield,48,23,43,2011-11-05
Sparks Fly,Taylor Swift,49,20,17,2011-11-05
The Edge Of Glory,Lady Gaga,50,24,3,2011-11-05
Tattoos On This Town,Jason Aldean,51,20,38,2011-11-05
Baggage Claim,Miranda Lambert,52,20,44,2011-11-05
We Owned The Night,Lady Antebellum,53,20,31,2011-11-05
Better With The Lights Off,New Boyz Featuring Chris Brown,54,19,38,2011-11-05
The One That Got Away,Katy Perry,55,24,3,2011-11-05
Country Must Be Country Wide,Brantley Gilbert,56,21,50,2011-11-05
Keep Me In Mind,Zac Brown Band,57,20,35,2011-11-05
Here For A Good Time,George Strait,58,20,46,2011-11-05
Strange Clouds,B.o.B Featuring Lil Wayne,59,20,7,2011-11-05
Marvins Room,Drake,60,18,21,2011-11-05
That Way,Wale Featuring Jeremih & Rick Ross,61,18,49,2011-11-05
When We Stand Together,Nickelback,62,16,44,2011-11-05
Dance (A$$),Big Sean Featuring Nicki Minaj,63,24,10,2011-11-05
Long Hot Summer,Keith Urban,64,18,45,2011-11-05
Otis,Jay Z Kanye West Featuring Otis Redding,65,20,12,2011-11-05
Criminal,Britney Spears,66,6,55,2011-11-05
Made In America,Toby Keith,67,20,40,2011-11-05
Brighter Than The Sun,Colbie Caillat,68,25,47,2011-11-05
Remind Me,Brad Paisley Duet With Carrie Underwood,69,20,17,2011-11-05
Drink In My Hand,Eric Church,70,20,40,2011-11-05
Take Over Control,Afrojack Featuring Eva Simons,71,20,41,2011-11-05
Mrs. Right,Mindless Behavior Featuring Diggy,72,10,72,2011-11-05
All Your Life,The Band Perry,73,23,37,2011-11-05
A Thousand Years,Christina Perri,74,26,31,2011-11-05
Party,Beyonce Featuring Andre 3000,75,18,50,2011-11-05
Body 2 Body,Ace Hood Featuring Chris Brown,76,13,65,2011-11-05
Countdown,Beyonce,77,15,71,2011-11-05
Let It Rain,David Nail Featuring Sarah Buxton,78,20,51,2011-11-05
I Got You,Thompson Square,79,18,68,2011-11-05
One More Drinkin' Song,Jerrod Niemann,80,18,72,2011-11-05
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,81,17,38,2011-11-05
Wet The Bed,Chris Brown Featuring Ludacris,82,10,77,2011-11-05
I'm Gonna Love You Through It,Martina McBride,83,20,61,2011-11-05
You The Boss,Rick Ross Featuring Nicki Minaj,84,17,62,2011-11-05
You,Chris Young,85,20,34,2011-11-05
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,86,5,79,2011-11-05
Domino,Jessie J,87,29,6,2011-11-05
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,88,6,84,2011-11-05
Heartbeat,The Fray,89,18,42,2011-11-05
Skyscraper,Demi Lovato,90,15,10,2011-11-05
Sail,AWOLNATION,91,79,17,2011-11-05
I Like It Like That,Hot Chelle Rae Featuring New Boyz,92,20,28,2011-11-05
Cost Of Livin',Ronnie Dunn,93,8,86,2011-11-05
Promise,Romeo Santos Featuring Usher,94,9,83,2011-11-05
Rain Over Me,Pitbull Featuring Marc Anthony,95,19,30,2011-11-05
Set Fire To The Rain,Adele,96,43,1,2011-11-05
Focused,Wale Featuring Kid Cudi,97,1,97,2011-11-05
Quickie,Miguel,98,14,62,2011-11-05
Crawling Back To You,Daughtry,99,10,41,2011-11-05
I Got Nothin',Darius Rucker,100,10,84,2011-11-05
Someone Like You,Adele,1,39,1,2011-10-29
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2,49,1,2011-10-29
Pumped Up Kicks,Foster The People,3,40,3,2011-10-29
Sexy And I Know It,LMFAO,4,42,1,2011-10-29
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,5,37,4,2011-10-29
We Found Love,Rihanna Featuring Calvin Harris,6,41,1,2011-10-29
Without You,David Guetta Featuring Usher,7,30,4,2011-10-29
You Make Me Feel...,Cobra Starship Featuring Sabi,8,29,7,2011-10-29
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,9,68,1,2011-10-29
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,10,32,7,2011-10-29
You And I,Lady Gaga,11,20,6,2011-10-29
In The Dark,Dev,12,20,11,2011-10-29
Super Bass,Nicki Minaj,13,39,3,2011-10-29
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",14,45,1,2011-10-29
Headlines,Drake,15,25,13,2011-10-29
Lighters,Bad Meets Evil Featuring Bruno Mars,16,22,4,2011-10-29
It Girl,Jason Derulo,17,22,17,2011-10-29
Good Life,OneRepublic,18,35,8,2011-10-29
She Will,Lil Wayne Featuring Drake,19,21,3,2011-10-29
How To Love,Lil Wayne,20,24,5,2011-10-29
Mr. Saxobeat,Alexandra Stan,21,20,21,2011-10-29
God Gave Me You,Blake Shelton,22,25,22,2011-10-29
Rolling In The Deep,Adele,23,65,1,2011-10-29
Mr. Know It All,Kelly Clarkson,24,23,10,2011-10-29
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,25,20,10,2011-10-29
Cheers (Drink To That),Rihanna,26,18,7,2011-10-29
Ni**as in Paris,Jay Z Kanye West,27,36,5,2011-10-29
Just A Kiss,Lady Antebellum,28,42,7,2011-10-29
Take A Back Road,Rodney Atkins,29,23,23,2011-10-29
Last Friday Night (T.G.I.F.),Katy Perry,30,24,1,2011-10-29
Tonight Tonight,Hot Chelle Rae,31,30,7,2011-10-29
Nothing,The Script,32,20,32,2011-10-29
Crazy Girl,Eli Young Band,33,36,30,2011-10-29
Fly,Nicki Minaj Featuring Rihanna,34,20,19,2011-10-29
If I Die Young,The Band Perry,35,53,14,2011-10-29
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,36,20,32,2011-10-29
I Wanna Go,Britney Spears,37,20,7,2011-10-29
Paradise,Coldplay,38,32,15,2011-10-29
Better With The Lights Off,New Boyz Featuring Chris Brown,39,19,38,2011-10-29
Strange Clouds,B.o.B Featuring Lil Wayne,40,20,7,2011-10-29
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",41,23,10,2011-10-29
Good Feeling,Flo Rida,42,37,3,2011-10-29
Heartbeat,The Fray,43,18,42,2011-10-29
The Edge Of Glory,Lady Gaga,44,24,3,2011-10-29
